State,Sex,Age Group,Year,Ethnic Group,Value ('000 Person)
W.P Kuala Lumpur,Female, 30 - 34,2006,Malay,26.5
W.P Kuala Lumpur,Female, 30 - 34,2006,Chinese,27.1
W.P Kuala Lumpur,Female, 30 - 34,2006,Indians,6.4
W.P Kuala Lumpur,Female, 30 - 34,2006,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 30 - 34,2006,Non-Malaysian Citizens,7.9
W.P Kuala Lumpur,Female, 30 - 34,2007,Total Ethnic Group,69.1
W.P Kuala Lumpur,Female, 30 - 34,2007,Bumiputera,0.8
W.P Kuala Lumpur,Female, 30 - 34,2007,Malay,26.2
W.P Kuala Lumpur,Female, 30 - 34,2007,Chinese,27.1
W.P Kuala Lumpur,Female, 30 - 34,2007,Indians,6.3
W.P Kuala Lumpur,Female, 30 - 34,2007,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 30 - 34,2007,Non-Malaysian Citizens,7.9
W.P Kuala Lumpur,Female, 30 - 34,2008,Total Ethnic Group,69.4
W.P Kuala Lumpur,Female, 30 - 34,2008,Bumiputera,0.9
W.P Kuala Lumpur,Female, 30 - 34,2008,Malay,26.3
W.P Kuala Lumpur,Female, 30 - 34,2008,Chinese,27.4
W.P Kuala Lumpur,Female, 30 - 34,2008,Indians,6.2
W.P Kuala Lumpur,Female, 30 - 34,2008,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 30 - 34,2008,Non-Malaysian Citizens,8
W.P Kuala Lumpur,Female, 30 - 34,2009,Total Ethnic Group,70.9
W.P Kuala Lumpur,Female, 30 - 34,2009,Bumiputera,0.9
W.P Kuala Lumpur,Female, 30 - 34,2009,Malay,27
W.P Kuala Lumpur,Female, 30 - 34,2009,Chinese,28
W.P Kuala Lumpur,Female, 30 - 34,2009,Indians,6.2
W.P Kuala Lumpur,Female, 30 - 34,2009,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 30 - 34,2009,Non-Malaysian Citizens,8.2
W.P Kuala Lumpur,Female, 30 - 34,2010,Total Ethnic Group,73.9
W.P Kuala Lumpur,Female, 30 - 34,2010,Other Bumiputera,1
W.P Kuala Lumpur,Female, 30 - 34,2010,Malay,28.7
W.P Kuala Lumpur,Female, 30 - 34,2010,Chinese,28.8
W.P Kuala Lumpur,Female, 30 - 34,2010,Indians,6.3
W.P Kuala Lumpur,Female, 30 - 34,2010,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2010,Non-Malaysian Citizens,8.6
W.P Kuala Lumpur,Female, 30 - 34,2011,Total Ethnic Group,78.2
W.P Kuala Lumpur,Female, 30 - 34,2011,Other Bumiputera,1.1
W.P Kuala Lumpur,Female, 30 - 34,2011,Malay,31.3
W.P Kuala Lumpur,Female, 30 - 34,2011,Chinese,29.9
W.P Kuala Lumpur,Female, 30 - 34,2011,Indians,6.7
W.P Kuala Lumpur,Female, 30 - 34,2011,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2011,Non-Malaysian Citizens,8.8
W.P Kuala Lumpur,Female, 30 - 34,2012,Total Ethnic Group,82.7
W.P Kuala Lumpur,Female, 30 - 34,2012,Other Bumiputera,1.2
W.P Kuala Lumpur,Female, 30 - 34,2012,Malay,34
W.P Kuala Lumpur,Female, 30 - 34,2012,Chinese,31
W.P Kuala Lumpur,Female, 30 - 34,2012,Indians,6.8
W.P Kuala Lumpur,Female, 30 - 34,2012,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2012,Non-Malaysian Citizens,9.2
W.P Kuala Lumpur,Female, 30 - 34,2013,Total Ethnic Group,87.5
W.P Kuala Lumpur,Female, 30 - 34,2013,Bumiputera,37.9
W.P Kuala Lumpur,Female, 30 - 34,2013,Chinese,31.8
W.P Kuala Lumpur,Female, 30 - 34,2013,Indians,7.1
W.P Kuala Lumpur,Female, 30 - 34,2013,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2013,Non-Malaysian Citizens,10.3
W.P Kuala Lumpur,Female, 30 - 34,2014,Total Ethnic Group,91.7
W.P Kuala Lumpur,Female, 30 - 34,2014,Bumiputera,39.8
W.P Kuala Lumpur,Female, 30 - 34,2014,Chinese,32.6
W.P Kuala Lumpur,Female, 30 - 34,2014,Indians,7.4
W.P Kuala Lumpur,Female, 30 - 34,2014,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2014,Non-Malaysian Citizens,11.5
W.P Kuala Lumpur,Female, 30 - 34,2015,Total Ethnic Group,94.5
W.P Kuala Lumpur,Female, 30 - 34,2015,Bumiputera,40.7
W.P Kuala Lumpur,Female, 30 - 34,2015,Chinese,32.6
W.P Kuala Lumpur,Female, 30 - 34,2015,Indians,7.7
W.P Kuala Lumpur,Female, 30 - 34,2015,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2015,Non-Malaysian Citizens,13.1
W.P Kuala Lumpur,Female, 30 - 34,2016,Total Ethnic Group,93.6
W.P Kuala Lumpur,Female, 30 - 34,2016,Bumiputera,40.5
W.P Kuala Lumpur,Female, 30 - 34,2016,Chinese,31.8
W.P Kuala Lumpur,Female, 30 - 34,2016,Indians,7.5
W.P Kuala Lumpur,Female, 30 - 34,2016,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2016,Non-Malaysian Citizens,13.3
W.P Kuala Lumpur,Female, 30 - 34,2017,Total Ethnic Group,92.5
W.P Kuala Lumpur,Female, 30 - 34,2017,Bumiputera,39.9
W.P Kuala Lumpur,Female, 30 - 34,2017,Chinese,31.2
W.P Kuala Lumpur,Female, 30 - 34,2017,Indians,7.6
W.P Kuala Lumpur,Female, 30 - 34,2017,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2017,Non-Malaysian Citizens,13.3
W.P Kuala Lumpur,Female, 30 - 34,2018,Total Ethnic Group,88.8
W.P Kuala Lumpur,Female, 30 - 34,2018,Bumiputera,37.7
W.P Kuala Lumpur,Female, 30 - 34,2018,Chinese,29.9
W.P Kuala Lumpur,Female, 30 - 34,2018,Indians,7.6
W.P Kuala Lumpur,Female, 30 - 34,2018,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2018,Non-Malaysian Citizens,13.1
W.P Kuala Lumpur,Female, 30 - 34,2019,Total Ethnic Group,85.2
W.P Kuala Lumpur,Female, 30 - 34,2019,Bumiputera,35.9
W.P Kuala Lumpur,Female, 30 - 34,2019,Chinese,28.5
W.P Kuala Lumpur,Female, 30 - 34,2019,Indians,7.7
W.P Kuala Lumpur,Female, 30 - 34,2019,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2019,Non-Malaysian Citizens,12.6
W.P Kuala Lumpur,Female, 30 - 34,2020,Total Ethnic Group,81.7
W.P Kuala Lumpur,Female, 30 - 34,2020,Bumiputera,34.2
W.P Kuala Lumpur,Female, 30 - 34,2020,Chinese,27.3
W.P Kuala Lumpur,Female, 30 - 34,2020,Indians,7.7
W.P Kuala Lumpur,Female, 30 - 34,2020,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 30 - 34,2020,Non-Malaysian Citizens,12.1
W.P Kuala Lumpur,Female, 35 - 39,1991,Total Ethnic Group,47.4
W.P Kuala Lumpur,Female, 35 - 39,1991,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1991,Malay,16
W.P Kuala Lumpur,Female, 35 - 39,1991,Chinese,22.8
W.P Kuala Lumpur,Female, 35 - 39,1991,Indians,5.5
W.P Kuala Lumpur,Female, 35 - 39,1991,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,1991,Non-Malaysian Citizens,2.3
W.P Kuala Lumpur,Female, 35 - 39,1992,Total Ethnic Group,49.5
W.P Kuala Lumpur,Female, 35 - 39,1992,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1992,Malay,16.9
W.P Kuala Lumpur,Female, 35 - 39,1992,Chinese,23.2
W.P Kuala Lumpur,Female, 35 - 39,1992,Indians,5.7
W.P Kuala Lumpur,Female, 35 - 39,1992,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,1992,Non-Malaysian Citizens,2.8
W.P Kuala Lumpur,Female, 35 - 39,1993,Total Ethnic Group,50.9
W.P Kuala Lumpur,Female, 35 - 39,1993,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1993,Malay,17.8
W.P Kuala Lumpur,Female, 35 - 39,1993,Chinese,23.2
W.P Kuala Lumpur,Female, 35 - 39,1993,Indians,5.8
W.P Kuala Lumpur,Female, 35 - 39,1993,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,1993,Non-Malaysian Citizens,3.2
W.P Kuala Lumpur,Female, 35 - 39,1994,Total Ethnic Group,52.4
W.P Kuala Lumpur,Female, 35 - 39,1994,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1994,Malay,18.5
W.P Kuala Lumpur,Female, 35 - 39,1994,Chinese,23.4
W.P Kuala Lumpur,Female, 35 - 39,1994,Indians,5.9
W.P Kuala Lumpur,Female, 35 - 39,1994,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,1994,Non-Malaysian Citizens,3.6
W.P Kuala Lumpur,Female, 35 - 39,1995,Total Ethnic Group,53.5
W.P Kuala Lumpur,Female, 35 - 39,1995,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1995,Malay,19.2
W.P Kuala Lumpur,Female, 35 - 39,1995,Chinese,23.4
W.P Kuala Lumpur,Female, 35 - 39,1995,Indians,6
W.P Kuala Lumpur,Female, 35 - 39,1995,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,1995,Non-Malaysian Citizens,4
W.P Kuala Lumpur,Female, 35 - 39,1996,Total Ethnic Group,54.4
W.P Kuala Lumpur,Female, 35 - 39,1996,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1996,Malay,19.6
W.P Kuala Lumpur,Female, 35 - 39,1996,Chinese,23.5
W.P Kuala Lumpur,Female, 35 - 39,1996,Indians,6
W.P Kuala Lumpur,Female, 35 - 39,1996,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,1996,Non-Malaysian Citizens,4.3
W.P Kuala Lumpur,Female, 35 - 39,1997,Total Ethnic Group,54.7
W.P Kuala Lumpur,Female, 35 - 39,1997,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1997,Malay,19.7
W.P Kuala Lumpur,Female, 35 - 39,1997,Chinese,23.3
W.P Kuala Lumpur,Female, 35 - 39,1997,Indians,6
W.P Kuala Lumpur,Female, 35 - 39,1997,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,1997,Non-Malaysian Citizens,4.7
W.P Kuala Lumpur,Female, 35 - 39,1998,Total Ethnic Group,54.9
W.P Kuala Lumpur,Female, 35 - 39,1998,Bumiputera,0.2
W.P Kuala Lumpur,Female, 35 - 39,1998,Malay,19.6
W.P Kuala Lumpur,Female, 35 - 39,1998,Chinese,23.1
W.P Kuala Lumpur,Female, 35 - 39,1998,Indians,6
W.P Kuala Lumpur,Female, 35 - 39,1998,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,1998,Non-Malaysian Citizens,5.1
W.P Kuala Lumpur,Female, 35 - 39,1999,Total Ethnic Group,54.8
W.P Kuala Lumpur,Female, 35 - 39,1999,Bumiputera,0.3
W.P Kuala Lumpur,Female, 35 - 39,1999,Malay,19.4
W.P Kuala Lumpur,Female, 35 - 39,1999,Chinese,22.8
W.P Kuala Lumpur,Female, 35 - 39,1999,Indians,5.9
W.P Kuala Lumpur,Female, 35 - 39,1999,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,1999,Non-Malaysian Citizens,5.6
W.P Kuala Lumpur,Female, 35 - 39,2000,Total Ethnic Group,54.6
W.P Kuala Lumpur,Female, 35 - 39,2000,Bumiputera,0.3
W.P Kuala Lumpur,Female, 35 - 39,2000,Malay,19.1
W.P Kuala Lumpur,Female, 35 - 39,2000,Chinese,22.5
W.P Kuala Lumpur,Female, 35 - 39,2000,Indians,5.8
W.P Kuala Lumpur,Female, 35 - 39,2000,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,2000,Non-Malaysian Citizens,6.1
W.P Kuala Lumpur,Female, 35 - 39,2001,Total Ethnic Group,55.7
W.P Kuala Lumpur,Female, 35 - 39,2001,Bumiputera,0.3
W.P Kuala Lumpur,Female, 35 - 39,2001,Malay,19.7
W.P Kuala Lumpur,Female, 35 - 39,2001,Chinese,22.9
W.P Kuala Lumpur,Female, 35 - 39,2001,Indians,5.9
W.P Kuala Lumpur,Female, 35 - 39,2001,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,2001,Non-Malaysian Citizens,6.2
W.P Kuala Lumpur,Female, 35 - 39,2002,Total Ethnic Group,57.2
W.P Kuala Lumpur,Female, 35 - 39,2002,Bumiputera,0.3
W.P Kuala Lumpur,Female, 35 - 39,2002,Malay,20.3
W.P Kuala Lumpur,Female, 35 - 39,2002,Chinese,23.6
W.P Kuala Lumpur,Female, 35 - 39,2002,Indians,6
W.P Kuala Lumpur,Female, 35 - 39,2002,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,2002,Non-Malaysian Citizens,6.3
W.P Kuala Lumpur,Female, 35 - 39,2003,Total Ethnic Group,59.3
W.P Kuala Lumpur,Female, 35 - 39,2003,Bumiputera,0.4
W.P Kuala Lumpur,Female, 35 - 39,2003,Malay,21.2
W.P Kuala Lumpur,Female, 35 - 39,2003,Chinese,24.5
W.P Kuala Lumpur,Female, 35 - 39,2003,Indians,6.1
W.P Kuala Lumpur,Female, 35 - 39,2003,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,2003,Non-Malaysian Citizens,6.4
W.P Kuala Lumpur,Female, 35 - 39,2004,Total Ethnic Group,61.8
W.P Kuala Lumpur,Female, 35 - 39,2004,Bumiputera,0.4
W.P Kuala Lumpur,Female, 35 - 39,2004,Malay,22.1
W.P Kuala Lumpur,Female, 35 - 39,2004,Chinese,25.6
W.P Kuala Lumpur,Female, 35 - 39,2004,Indians,6.3
W.P Kuala Lumpur,Female, 35 - 39,2004,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,2004,Non-Malaysian Citizens,6.7
W.P Kuala Lumpur,Female, 35 - 39,2005,Total Ethnic Group,64
W.P Kuala Lumpur,Female, 35 - 39,2005,Bumiputera,0.5
W.P Kuala Lumpur,Female, 35 - 39,2005,Malay,23
W.P Kuala Lumpur,Female, 35 - 39,2005,Chinese,26.5
W.P Kuala Lumpur,Female, 35 - 39,2005,Indians,6.4
W.P Kuala Lumpur,Female, 35 - 39,2005,Other Malaysian,0.8
W.P Kuala Lumpur,Female, 35 - 39,2005,Non-Malaysian Citizens,6.9
W.P Kuala Lumpur,Female, 35 - 39,2006,Total Ethnic Group,65.5
W.P Kuala Lumpur,Female, 35 - 39,2006,Bumiputera,0.5
W.P Kuala Lumpur,Female, 35 - 39,2006,Malay,23.6
W.P Kuala Lumpur,Female, 35 - 39,2006,Chinese,27.1
W.P Kuala Lumpur,Female, 35 - 39,2006,Indians,6.5
W.P Kuala Lumpur,Female, 35 - 39,2006,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,2006,Non-Malaysian Citizens,7.1
W.P Kuala Lumpur,Female, 35 - 39,2007,Total Ethnic Group,65.5
W.P Kuala Lumpur,Female, 35 - 39,2007,Bumiputera,0.5
W.P Kuala Lumpur,Female, 35 - 39,2007,Malay,23.6
W.P Kuala Lumpur,Female, 35 - 39,2007,Chinese,27
W.P Kuala Lumpur,Female, 35 - 39,2007,Indians,6.4
W.P Kuala Lumpur,Female, 35 - 39,2007,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,2007,Non-Malaysian Citizens,7.3
W.P Kuala Lumpur,Female, 35 - 39,2008,Total Ethnic Group,64
W.P Kuala Lumpur,Female, 35 - 39,2008,Bumiputera,0.6
W.P Kuala Lumpur,Female, 35 - 39,2008,Malay,23.1
W.P Kuala Lumpur,Female, 35 - 39,2008,Chinese,26.2
W.P Kuala Lumpur,Female, 35 - 39,2008,Indians,6.2
W.P Kuala Lumpur,Female, 35 - 39,2008,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 35 - 39,2008,Non-Malaysian Citizens,7.3
W.P Kuala Lumpur,Female, 35 - 39,2009,Total Ethnic Group,61.8
W.P Kuala Lumpur,Female, 35 - 39,2009,Bumiputera,0.6
W.P Kuala Lumpur,Female, 35 - 39,2009,Malay,22.2
W.P Kuala Lumpur,Female, 35 - 39,2009,Chinese,25.1
W.P Kuala Lumpur,Female, 35 - 39,2009,Indians,5.9
W.P Kuala Lumpur,Female, 35 - 39,2009,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 35 - 39,2009,Non-Malaysian Citizens,7.3
W.P Kuala Lumpur,Female, 35 - 39,2010,Total Ethnic Group,59.7
W.P Kuala Lumpur,Female, 35 - 39,2010,Other Bumiputera,0.6
W.P Kuala Lumpur,Female, 35 - 39,2010,Malay,21.4
W.P Kuala Lumpur,Female, 35 - 39,2010,Chinese,24.3
W.P Kuala Lumpur,Female, 35 - 39,2010,Indians,5.7
W.P Kuala Lumpur,Female, 35 - 39,2010,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2010,Non-Malaysian Citizens,7.3
W.P Kuala Lumpur,Female, 35 - 39,2011,Total Ethnic Group,60.7
W.P Kuala Lumpur,Female, 35 - 39,2011,Other Bumiputera,0.6
W.P Kuala Lumpur,Female, 35 - 39,2011,Malay,21.7
W.P Kuala Lumpur,Female, 35 - 39,2011,Chinese,24.7
W.P Kuala Lumpur,Female, 35 - 39,2011,Indians,5.6
W.P Kuala Lumpur,Female, 35 - 39,2011,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2011,Non-Malaysian Citizens,7.5
W.P Kuala Lumpur,Female, 35 - 39,2012,Total Ethnic Group,62
W.P Kuala Lumpur,Female, 35 - 39,2012,Other Bumiputera,0.6
W.P Kuala Lumpur,Female, 35 - 39,2012,Malay,22
W.P Kuala Lumpur,Female, 35 - 39,2012,Chinese,25.5
W.P Kuala Lumpur,Female, 35 - 39,2012,Indians,5.7
W.P Kuala Lumpur,Female, 35 - 39,2012,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2012,Non-Malaysian Citizens,7.8
W.P Kuala Lumpur,Female, 35 - 39,2013,Total Ethnic Group,64.8
W.P Kuala Lumpur,Female, 35 - 39,2013,Bumiputera,23.5
W.P Kuala Lumpur,Female, 35 - 39,2013,Chinese,26.4
W.P Kuala Lumpur,Female, 35 - 39,2013,Indians,5.7
W.P Kuala Lumpur,Female, 35 - 39,2013,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2013,Non-Malaysian Citizens,8.7
W.P Kuala Lumpur,Female, 35 - 39,2014,Total Ethnic Group,68.7
W.P Kuala Lumpur,Female, 35 - 39,2014,Bumiputera,24.9
W.P Kuala Lumpur,Female, 35 - 39,2014,Chinese,27.6
W.P Kuala Lumpur,Female, 35 - 39,2014,Indians,5.8
W.P Kuala Lumpur,Female, 35 - 39,2014,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2014,Non-Malaysian Citizens,9.8
W.P Kuala Lumpur,Female, 35 - 39,2015,Total Ethnic Group,73.1
W.P Kuala Lumpur,Female, 35 - 39,2015,Bumiputera,26.8
W.P Kuala Lumpur,Female, 35 - 39,2015,Chinese,28.6
W.P Kuala Lumpur,Female, 35 - 39,2015,Indians,6
W.P Kuala Lumpur,Female, 35 - 39,2015,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2015,Non-Malaysian Citizens,11.1
W.P Kuala Lumpur,Female, 35 - 39,2016,Total Ethnic Group,76.9
W.P Kuala Lumpur,Female, 35 - 39,2016,Bumiputera,29.1
W.P Kuala Lumpur,Female, 35 - 39,2016,Chinese,29.6
W.P Kuala Lumpur,Female, 35 - 39,2016,Indians,6.4
W.P Kuala Lumpur,Female, 35 - 39,2016,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2016,Non-Malaysian Citizens,11.3
W.P Kuala Lumpur,Female, 35 - 39,2017,Total Ethnic Group,80.8
W.P Kuala Lumpur,Female, 35 - 39,2017,Bumiputera,31.9
W.P Kuala Lumpur,Female, 35 - 39,2017,Chinese,30.5
W.P Kuala Lumpur,Female, 35 - 39,2017,Indians,6.7
W.P Kuala Lumpur,Female, 35 - 39,2017,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2017,Non-Malaysian Citizens,11.2
W.P Kuala Lumpur,Female, 35 - 39,2018,Total Ethnic Group,83.8
W.P Kuala Lumpur,Female, 35 - 39,2018,Bumiputera,34.1
W.P Kuala Lumpur,Female, 35 - 39,2018,Chinese,31.2
W.P Kuala Lumpur,Female, 35 - 39,2018,Indians,7
W.P Kuala Lumpur,Female, 35 - 39,2018,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2018,Non-Malaysian Citizens,11
W.P Kuala Lumpur,Female, 35 - 39,2019,Total Ethnic Group,85.3
W.P Kuala Lumpur,Female, 35 - 39,2019,Bumiputera,35.5
W.P Kuala Lumpur,Female, 35 - 39,2019,Chinese,31.6
W.P Kuala Lumpur,Female, 35 - 39,2019,Indians,7.1
W.P Kuala Lumpur,Female, 35 - 39,2019,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2019,Non-Malaysian Citizens,10.6
W.P Kuala Lumpur,Female, 35 - 39,2020,Total Ethnic Group,85.1
W.P Kuala Lumpur,Female, 35 - 39,2020,Bumiputera,35.7
W.P Kuala Lumpur,Female, 35 - 39,2020,Chinese,31.5
W.P Kuala Lumpur,Female, 35 - 39,2020,Indians,7.2
W.P Kuala Lumpur,Female, 35 - 39,2020,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 35 - 39,2020,Non-Malaysian Citizens,10.1
W.P Kuala Lumpur,Female, 40 - 44,1991,Total Ethnic Group,35.1
W.P Kuala Lumpur,Female, 40 - 44,1991,Bumiputera,0.1
W.P Kuala Lumpur,Female, 40 - 44,1991,Malay,10.1
W.P Kuala Lumpur,Female, 40 - 44,1991,Chinese,19.1
W.P Kuala Lumpur,Female, 40 - 44,1991,Indians,4.1
W.P Kuala Lumpur,Female, 40 - 44,1991,Other Malaysian,0.5
W.P Kuala Lumpur,Female, 40 - 44,1991,Non-Malaysian Citizens,1.2
W.P Kuala Lumpur,Female, 40 - 44,1992,Total Ethnic Group,36.5
W.P Kuala Lumpur,Female, 40 - 44,1992,Bumiputera,0.1
W.P Kuala Lumpur,Female, 40 - 44,1992,Malay,10.9
W.P Kuala Lumpur,Female, 40 - 44,1992,Chinese,19.3
W.P Kuala Lumpur,Female, 40 - 44,1992,Indians,4.3
W.P Kuala Lumpur,Female, 40 - 44,1992,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 40 - 44,1992,Non-Malaysian Citizens,1.4
W.P Kuala Lumpur,Female, 40 - 44,1993,Total Ethnic Group,38.3
W.P Kuala Lumpur,Female, 40 - 44,1993,Bumiputera,0.1
W.P Kuala Lumpur,Female, 40 - 44,1993,Malay,11.8
W.P Kuala Lumpur,Female, 40 - 44,1993,Chinese,19.7
W.P Kuala Lumpur,Female, 40 - 44,1993,Indians,4.5
W.P Kuala Lumpur,Female, 40 - 44,1993,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 40 - 44,1993,Non-Malaysian Citizens,1.6
W.P Kuala Lumpur,Female, 40 - 44,1994,Total Ethnic Group,39.8
W.P Kuala Lumpur,Female, 40 - 44,1994,Bumiputera,0.1
W.P Kuala Lumpur,Female, 40 - 44,1994,Malay,12.7
W.P Kuala Lumpur,Female, 40 - 44,1994,Chinese,19.8
W.P Kuala Lumpur,Female, 40 - 44,1994,Indians,4.7
W.P Kuala Lumpur,Female, 40 - 44,1994,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 40 - 44,1994,Non-Malaysian Citizens,1.9
W.P Kuala Lumpur,Female, 40 - 44,1995,Total Ethnic Group,41.7
W.P Kuala Lumpur,Female, 40 - 44,1995,Bumiputera,0.1
W.P Kuala Lumpur,Female, 40 - 44,1995,Malay,13.7
W.P Kuala Lumpur,Female, 40 - 44,1995,Chinese,20.2
W.P Kuala Lumpur,Female, 40 - 44,1995,Indians,4.9
W.P Kuala Lumpur,Female, 40 - 44,1995,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 40 - 44,1995,Non-Malaysian Citizens,2.2
W.P Kuala Lumpur,Female, 40 - 44,1996,Total Ethnic Group,43.3
W.P Kuala Lumpur,Female, 40 - 44,1996,Bumiputera,0.2
W.P Kuala Lumpur,Female, 40 - 44,1996,Malay,14.5
W.P Kuala Lumpur,Female, 40 - 44,1996,Chinese,20.4
W.P Kuala Lumpur,Female, 40 - 44,1996,Indians,5.1
W.P Kuala Lumpur,Female, 40 - 44,1996,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 40 - 44,1996,Non-Malaysian Citizens,2.5
W.P Kuala Lumpur,Female, 40 - 44,1997,Total Ethnic Group,44.8
W.P Kuala Lumpur,Female, 40 - 44,1997,Bumiputera,0.2
W.P Kuala Lumpur,Female, 40 - 44,1997,Malay,15.2
W.P Kuala Lumpur,Female, 40 - 44,1997,Chinese,20.6
W.P Kuala Lumpur,Female, 40 - 44,1997,Indians,5.3
W.P Kuala Lumpur,Female, 40 - 44,1997,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 40 - 44,1997,Non-Malaysian Citizens,2.9
W.P Kuala Lumpur,Female, 40 - 44,1998,Total Ethnic Group,45.8
W.P Kuala Lumpur,Female, 40 - 44,1998,Bumiputera,0.2
W.P Kuala Lumpur,Female, 40 - 44,1998,Malay,15.7
W.P Kuala Lumpur,Female, 40 - 44,1998,Chinese,20.7
W.P Kuala Lumpur,Female, 40 - 44,1998,Indians,5.4
W.P Kuala Lumpur,Female, 40 - 44,1998,Other Malaysian,0.6
W.P Kuala Lumpur,Female, 40 - 44,1998,Non-Malaysian Citizens,3.2
W.P Kuala Lumpur,Female, 40 - 44,1999,Total Ethnic Group,46.7
W.P Kuala Lumpur,Female, 40 - 44,1999,Bumiputera,0.2
W.P Kuala Lumpur,Female, 40 - 44,1999,Malay,16.1
W.P Kuala Lumpur,Female, 40 - 44,1999,Chinese,20.7
W.P Kuala Lumpur,Female, 40 - 44,1999,Indians,5.4
W.P Kuala Lumpur,Female, 40 - 44,1999,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 40 - 44,1999,Non-Malaysian Citizens,3.5
W.P Kuala Lumpur,Female, 40 - 44,2000,Total Ethnic Group,47.1
W.P Kuala Lumpur,Female, 40 - 44,2000,Bumiputera,0.2
W.P Kuala Lumpur,Female, 40 - 44,2000,Malay,16.3
W.P Kuala Lumpur,Female, 40 - 44,2000,Chinese,20.6
W.P Kuala Lumpur,Female, 40 - 44,2000,Indians,5.4
W.P Kuala Lumpur,Female, 40 - 44,2000,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 40 - 44,2000,Non-Malaysian Citizens,3.9
W.P Kuala Lumpur,Female, 40 - 44,2001,Total Ethnic Group,48
W.P Kuala Lumpur,Female, 40 - 44,2001,Bumiputera,0.2
W.P Kuala Lumpur,Female, 40 - 44,2001,Malay,16.7
W.P Kuala Lumpur,Female, 40 - 44,2001,Chinese,20.8
W.P Kuala Lumpur,Female, 40 - 44,2001,Indians,5.5
W.P Kuala Lumpur,Female, 40 - 44,2001,Other Malaysian,0.7
W.P Kuala Lumpur,Female, 40 - 44,2001,Non-Malaysian Citizens,4.1
